City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Olga,RU,2022-01-29 17:41:02,43.7444,135.2892,8.01,55,7,13.47
1,Ribeira Grande,PT,2022-01-29 17:41:02,38.5167,-28.7,63.0,59,40,6.91
2,Bengkulu,ID,2022-01-29 17:40:29,-3.8004,102.2655,76.3,90,95,3.38
3,Yellowknife,CA,2022-01-29 17:41:01,62.456,-114.3525,-6.59,92,100,4.61
4,Xuddur,SO,2022-01-29 17:41:03,4.1213,43.8894,79.47,26,85,10.16
5,Port Hardy,CA,2022-01-29 17:41:03,50.6996,-127.4199,45.75,81,100,19.57
6,Bredasdorp,ZA,2022-01-29 17:41:03,-34.5322,20.0403,70.29,68,0,16.11
7,Torbay,CA,2022-01-29 17:41:04,47.6666,-52.7314,35.28,88,100,18.41
8,Mataura,NZ,2022-01-29 17:41:04,-46.1927,168.8643,53.65,94,99,1.63
9,Jamestown,US,2022-01-29 17:38:41,42.097,-79.2353,17.29,48,0,7.0
10,Koutiala,ML,2022-01-29 17:41:05,12.3917,-5.4642,90.23,10,8,9.01
11,Iqaluit,CA,2022-01-29 17:41:05,63.7506,-68.5145,-9.31,76,90,5.99
12,Kerema,PG,2022-01-29 17:41:06,-7.9631,145.7785,76.46,83,99,2.62
13,Pangnirtung,CA,2022-01-29 17:41:06,66.1451,-65.7125,-16.6,76,100,6.91
14,Novobirilyussy,RU,2022-01-29 17:41:07,56.9514,90.6661,-6.9,97,75,4.16
15,Kavieng,PG,2022-01-29 17:40:33,-2.5744,150.7967,81.3,73,94,3.69
16,Ushuaia,AR,2022-01-29 17:41:07,-54.8,-68.3,56.86,67,75,8.05
17,Lebu,CL,2022-01-29 17:41:08,-37.6167,-73.65,66.02,68,2,11.61
18,Klaksvik,FO,2022-01-29 17:41:08,62.2266,-6.589,36.52,64,69,39.66
19,Havelock,US,2022-01-29 17:41:08,34.8791,-76.9013,37.98,68,90,15.01
20,Albany,US,2022-01-29 17:37:11,42.6001,-73.9662,14.81,69,100,1.01
21,Faya,SA,2022-01-29 17:41:09,18.3851,42.4509,55.51,77,7,5.91
22,Kudahuvadhoo,MV,2022-01-29 17:39:49,2.6708,72.8944,81.18,67,89,7.87
23,Gaoua,BF,2022-01-29 17:41:10,10.2992,-3.2508,89.92,12,45,4.76
24,Mandali,IQ,2022-01-29 17:41:10,33.7499,45.5541,51.37,47,5,6.71
25,Dikson,RU,2022-01-29 17:39:36,73.5069,80.5464,2.5,93,98,21.52
26,Saint-Philippe,RE,2022-01-29 17:41:11,-21.3585,55.7679,80.19,85,68,9.75
27,Chuy,UY,2022-01-29 17:41:11,-33.6971,-53.4616,76.93,53,55,10.31
28,Hofn,IS,2022-01-29 17:33:07,64.2539,-15.2082,27.73,52,0,7.38
29,Bouna,CI,2022-01-29 17:41:12,9.2667,-3.0,89.35,12,42,5.21
30,Atuona,PF,2022-01-29 17:41:12,-9.8,-139.0333,77.14,80,9,13.13
31,Lagoa,PT,2022-01-29 17:41:13,39.05,-27.9833,58.39,75,0,13.98
32,Ancud,CL,2022-01-29 17:41:13,-41.8697,-73.8203,69.33,64,54,11.83
33,Constitucion,CL,2022-01-29 17:41:14,-35.3333,-72.4167,67.95,68,14,11.23
34,Rikitea,PF,2022-01-29 17:40:00,-23.1203,-134.9692,76.84,75,99,9.22
35,Yaan,NG,2022-01-29 17:41:14,7.3833,8.5667,86.31,13,96,7.02
36,Hobart,AU,2022-01-29 17:41:15,-42.8794,147.3294,60.66,73,90,6.91
37,Airai,TL,2022-01-29 17:41:15,-8.9266,125.4092,60.66,90,100,3.44
38,Punta Arenas,CL,2022-01-29 17:40:01,-53.15,-70.9167,57.22,50,75,19.57
39,Kjollefjord,NO,2022-01-29 17:41:15,70.9457,27.3465,22.46,71,80,2.68
40,Zeya,RU,2022-01-29 17:41:16,53.75,127.2667,-3.01,88,100,3.98
41,Bima,ID,2022-01-29 17:41:16,-8.4667,118.7167,76.41,92,100,2.01
42,Ust-Kuyga,RU,2022-01-29 17:41:17,70.0167,135.6,-36.56,100,100,5.03
43,Avarua,CK,2022-01-29 17:38:37,-21.2078,-159.775,75.25,88,50,2.3
44,Kaitangata,NZ,2022-01-29 17:41:17,-46.2817,169.8464,53.91,90,100,1.57
45,Coralville,US,2022-01-29 17:41:18,41.6764,-91.5805,28.53,59,1,11.5
46,Guerrero Negro,MX,2022-01-29 17:40:24,27.9769,-114.0611,67.3,33,3,2.93
47,Yar-Sale,RU,2022-01-29 17:42:18,66.8333,70.8333,-5.87,95,98,8.77
48,Mayumba,GA,2022-01-29 17:42:18,-3.432,10.6554,77.56,86,98,4.74
49,Esperance,AU,2022-01-29 17:42:19,-33.8667,121.9,66.04,72,2,15.95
50,Port Elizabeth,ZA,2022-01-29 17:42:19,-33.918,25.5701,72.1,73,0,11.5
51,Pahrump,US,2022-01-29 17:40:47,36.2083,-115.9839,54.18,15,75,1.05
52,Mazyr,BY,2022-01-29 17:42:20,52.0495,29.2456,21.11,96,98,7.58
53,Butaritari,KI,2022-01-29 17:42:20,3.0707,172.7902,81.66,78,79,18.59
54,Atasu,KZ,2022-01-29 17:42:21,48.6814,71.6433,19.85,96,98,8.12
55,Maunabo,PR,2022-01-29 17:42:21,18.0072,-65.8993,87.66,70,1,6.96
56,Katsuura,JP,2022-01-29 17:42:22,35.1333,140.3,41.14,88,81,11.9
57,Nikolskoye,RU,2022-01-29 17:38:40,59.7035,30.7861,26.87,90,100,11.39
58,Port Lincoln,AU,2022-01-29 17:42:22,-34.7333,135.8667,64.24,86,13,13.27
59,Linxia,CN,2022-01-29 17:42:23,35.6003,103.2064,8.44,84,5,3.29
60,Tiksi,RU,2022-01-29 17:42:23,71.6872,128.8694,-9.0,100,45,2.8
61,Busselton,AU,2022-01-29 17:38:47,-33.65,115.3333,66.09,83,0,16.04
62,San Angelo,US,2022-01-29 17:42:24,31.4638,-100.437,57.54,32,1,1.99
63,Hermanus,ZA,2022-01-29 17:38:53,-34.4187,19.2345,78.91,67,0,17.67
64,Pevek,RU,2022-01-29 17:42:24,69.7008,170.3133,-12.41,98,100,3.98
65,Khilok,RU,2022-01-29 17:42:25,51.3674,110.4676,-15.2,99,54,2.51
66,Georgetown,MY,2022-01-29 17:42:25,5.4112,100.3354,83.89,85,20,1.01
67,Kapaa,US,2022-01-29 17:38:35,22.0752,-159.319,71.92,87,100,16.11
68,Calderitas,MX,2022-01-29 17:42:26,18.55,-88.25,74.05,62,94,13.09
69,Kigoma,TZ,2022-01-29 17:42:26,-4.8769,29.6267,75.56,74,100,3.91
70,Pauini,BR,2022-01-29 17:42:27,-7.7136,-66.9764,74.08,99,100,2.35
71,Sabzevar,IR,2022-01-29 17:42:27,36.2126,57.6819,42.08,39,98,1.32
72,Carnarvon,AU,2022-01-29 17:39:46,-24.8667,113.6333,75.27,88,5,8.05
73,Cidreira,BR,2022-01-29 17:42:28,-30.1811,-50.2056,74.61,57,58,12.64
74,Coihaique,CL,2022-01-29 17:40:03,-45.5752,-72.0662,66.81,42,75,12.66
75,Kruisfontein,ZA,2022-01-29 17:39:33,-34.0033,24.7314,69.89,75,0,9.98
76,Dubbo,AU,2022-01-29 17:38:37,-32.25,148.6167,69.93,88,81,8.05
77,Thompson,CA,2022-01-29 17:42:28,55.7435,-97.8558,-7.44,84,20,2.3
78,Severo-Kurilsk,RU,2022-01-29 17:42:29,50.6789,156.125,23.34,70,98,19.77
79,Champerico,GT,2022-01-29 17:42:29,14.3,-91.9167,89.76,61,0,8.7
80,Hithadhoo,MV,2022-01-29 17:41:24,-0.6,73.0833,81.18,69,100,4.79
81,Neiafu,TO,2022-01-29 17:42:30,-18.65,-173.9833,82.83,70,85,15.23
82,Vaini,TO,2022-01-29 17:42:30,-21.2,-175.2,81.73,78,98,14.79
83,Chandigarh,IN,2022-01-29 17:42:31,30.7343,76.7933,49.01,78,0,7.02
84,Naze,JP,2022-01-29 17:42:31,28.3667,129.4833,55.96,79,99,13.24
85,Ayagoz,KZ,2022-01-29 17:42:31,47.9714,80.4392,-2.72,87,100,1.88
86,Saldanha,ZA,2022-01-29 17:42:32,-33.0117,17.9442,78.85,82,1,24.4
87,The Valley,AI,2022-01-29 17:42:32,18.217,-63.0578,85.86,69,40,11.5
88,Nyagan,RU,2022-01-29 17:42:33,62.1406,65.3936,4.33,93,96,5.73
89,Ugoofaaru,MV,2022-01-29 17:39:41,5.6667,73.0,81.21,77,58,12.41
90,Caravelas,BR,2022-01-29 17:42:33,-17.7125,-39.2481,85.77,61,37,10.98
91,Khatanga,RU,2022-01-29 17:42:33,71.9667,102.5,-3.19,99,100,4.94
92,Fort Frances,CA,2022-01-29 17:42:34,48.5999,-93.4003,16.16,73,100,4.61
93,Tuktoyaktuk,CA,2022-01-29 17:42:34,69.4541,-133.0374,-9.4,77,100,14.97
94,Brae,GB,2022-01-29 17:42:34,60.3964,-1.353,40.91,79,78,47.69
95,Grindavik,IS,2022-01-29 17:42:35,63.8424,-22.4338,36.07,80,75,24.16
96,Mount Gambier,AU,2022-01-29 17:43:35,-37.8333,140.7667,60.71,82,100,9.22
97,Tuyen Quang,VN,2022-01-29 17:43:36,21.8233,105.2181,58.03,87,100,2.66
98,Tasiilaq,GL,2022-01-29 17:43:36,65.6145,-37.6368,17.76,71,52,5.7
99,Qaanaaq,GL,2022-01-29 17:43:37,77.484,-69.3632,-5.06,63,84,9.37
100,Saskylakh,RU,2022-01-29 17:40:11,71.9167,114.0833,-20.83,100,100,3.85
101,Lujiang,CN,2022-01-29 17:43:37,31.2581,117.2817,32.05,92,99,2.66
102,Leningradskiy,RU,2022-01-29 17:43:38,69.3833,178.4167,-5.19,84,75,1.36
103,Cape Town,ZA,2022-01-29 17:38:53,-33.9258,18.4232,72.01,67,20,5.99
104,Beringovskiy,RU,2022-01-29 17:43:38,63.05,179.3167,-10.59,100,100,5.19
105,Ahipara,NZ,2022-01-29 17:43:39,-35.1667,173.1667,58.48,90,94,6.26
106,New Norfolk,AU,2022-01-29 17:43:39,-42.7826,147.0587,60.3,98,30,1.12
107,Victoria,HK,2022-01-29 17:39:16,22.2855,114.1577,63.25,87,89,6.06
108,San Ramon De La Nueva Oran,AR,2022-01-29 17:43:40,-23.1322,-64.326,89.38,37,18,3.13
109,Kaeo,NZ,2022-01-29 17:43:40,-35.1,173.7833,64.33,80,94,7.38
110,Hilo,US,2022-01-29 17:40:48,19.7297,-155.09,68.79,77,0,8.05
111,Castro,BR,2022-01-29 17:41:24,-24.7911,-50.0119,59.76,98,100,5.93
112,Kropotkin,RU,2022-01-29 17:43:41,45.4375,40.5756,33.89,98,97,12.12
113,Ban Nahin,LA,2022-01-29 17:43:41,18.2418,104.2122,75.07,55,96,4.18
114,Los Llanos De Aridane,ES,2022-01-29 17:43:41,28.6585,-17.9182,64.15,74,20,1.01
115,Jipijapa,EC,2022-01-29 17:43:42,-1.3333,-80.5833,76.5,79,100,3.09
116,Turuvekere,IN,2022-01-29 17:43:42,13.1642,76.6667,69.22,73,46,6.71
117,Iracoubo,GF,2022-01-29 17:43:43,5.4802,-53.2011,81.32,68,61,6.69
118,Faanui,PF,2022-01-29 17:43:43,-16.4833,-151.75,80.13,74,14,10.31
119,Mahibadhoo,MV,2022-01-29 17:43:43,3.7833,72.9667,81.77,66,67,9.75
120,Te Anau,NZ,2022-01-29 17:43:44,-45.4167,167.7167,56.01,85,100,3.67
121,Awbari,LY,2022-01-29 17:43:44,26.5921,12.7805,51.46,29,38,6.22
122,Sivaki,RU,2022-01-29 17:43:45,52.6333,126.75,-2.42,87,87,8.97
123,Provideniya,RU,2022-01-29 17:43:45,64.3833,-173.3,2.03,89,9,5.64
124,Medea,DZ,2022-01-29 17:43:46,36.2642,2.7539,45.05,51,0,3.71
125,Fortuna,US,2022-01-29 17:43:46,40.5982,-124.1573,45.52,70,0,8.05
126,Falciu,RO,2022-01-29 17:43:46,46.2961,28.1408,30.18,70,62,2.71
127,Victor Harbor,AU,2022-01-29 17:43:47,-35.5667,138.6167,71.8,83,2,9.95
128,Dunedin,NZ,2022-01-29 17:43:47,-45.8742,170.5036,59.81,83,100,2.86
129,Upernavik,GL,2022-01-29 17:39:12,72.7868,-56.1549,3.54,91,100,3.94
130,Luocheng,CN,2022-01-29 17:43:48,29.3848,104.0286,43.21,81,87,4.92
131,Minot,US,2022-01-29 17:41:07,48.2325,-101.2963,30.42,64,0,26.46
132,Baracoa,CU,2022-01-29 17:43:48,20.3467,-74.4958,78.8,73,13,11.05
133,Tuatapere,NZ,2022-01-29 17:43:49,-46.1333,167.6833,55.44,95,100,4.92
134,Recsk,HU,2022-01-29 17:43:49,47.9333,20.1167,35.19,97,99,10.71
135,Muriae,BR,2022-01-29 17:42:59,-21.1306,-42.3664,88.81,59,73,3.49
136,Davidson,US,2022-01-29 17:43:50,36.1501,-86.7833,30.11,49,20,4.0
137,Cuxhaven,DE,2022-01-29 17:43:50,53.8718,8.6909,47.98,76,75,39.12
138,Puerto Ayora,EC,2022-01-29 17:39:52,-0.7393,-90.3518,82.36,77,74,9.89
139,Puerto Cabezas,NI,2022-01-29 17:43:51,14.0351,-83.3888,85.96,62,75,11.5
140,Jiazi,CN,2022-01-29 17:43:51,22.8779,116.067,59.9,81,88,12.59
141,Byron Bay,AU,2022-01-29 17:43:52,-28.65,153.6167,70.88,90,49,6.24
142,Coquimbo,CL,2022-01-29 17:40:17,-29.9533,-71.3436,69.53,60,20,12.66
143,Noumea,NC,2022-01-29 17:44:52,-22.2763,166.4572,78.01,99,100,3.44
144,Pratapgarh,IN,2022-01-29 17:44:53,24.0333,74.7833,60.06,31,0,1.68
145,Wamba,NG,2022-01-29 17:44:53,8.9333,8.6,81.72,13,78,4.54
146,Arraial Do Cabo,BR,2022-01-29 17:44:13,-22.9661,-42.0278,87.76,70,75,5.75
147,Caldwell,US,2022-01-29 17:40:24,43.6629,-116.6874,22.98,91,100,4.61
148,Bokoro,TD,2022-01-29 17:44:54,12.3807,17.0568,75.06,14,100,10.63
149,Maniitsoq,GL,2022-01-29 17:44:54,65.4167,-52.9,10.49,78,100,24.56
150,Talnakh,RU,2022-01-29 17:44:55,69.4865,88.3972,-0.6,96,100,9.78
151,Antalaha,MG,2022-01-29 17:44:55,-14.9003,50.2788,75.74,85,47,8.05
152,Port Alfred,ZA,2022-01-29 17:44:56,-33.5906,26.891,69.26,74,16,12.1
153,Maumere,ID,2022-01-29 17:44:56,-8.6199,122.2111,79.65,85,100,7.2
154,Kapoeta,SS,2022-01-29 17:44:56,4.7717,33.5903,89.76,20,0,5.79
155,Santiago Del Estero,AR,2022-01-29 17:41:32,-27.7951,-64.2615,88.52,29,0,4.23
156,Broome,US,2022-01-29 17:44:57,42.2506,-75.833,12.56,54,75,1.99
157,Bilma,NE,2022-01-29 17:44:57,18.6853,12.9164,65.19,15,0,10.33
158,Berestechko,UA,2022-01-29 17:44:58,50.3605,25.1107,32.0,80,82,14.52
159,Mount Isa,AU,2022-01-29 17:44:58,-20.7333,139.5,74.97,100,75,6.91
160,Enumclaw,US,2022-01-29 17:44:58,47.2043,-121.9915,41.36,63,99,1.14
161,Varkaus,FI,2022-01-29 17:44:59,62.3153,27.873,24.91,93,100,15.48
162,Bulawayo,ZW,2022-01-29 17:44:59,-20.15,28.5833,64.85,87,85,13.78
163,Vostok,RU,2022-01-29 17:45:00,46.4856,135.8833,-17.66,99,100,3.6
164,San Quintin,MX,2022-01-29 17:42:29,30.4833,-115.95,64.4,32,24,5.73
165,Asyut,EG,2022-01-29 17:45:00,27.181,31.1837,59.18,47,2,7.7
166,Kosino,RU,2022-01-29 17:45:01,58.4127,51.2782,8.76,97,100,5.32
167,Port Hedland,AU,2022-01-29 17:45:01,-20.3167,118.5667,84.25,70,40,12.66
168,Mindelo,CV,2022-01-29 17:40:58,16.8901,-24.9804,72.95,53,75,25.32
169,Luderitz,NA,2022-01-29 17:45:02,-26.6481,15.1594,70.41,73,59,18.03
170,Gazanjyk,TM,2022-01-29 17:45:02,39.2446,55.5154,40.5,72,5,8.97
171,Brownsville,US,2022-01-29 17:43:22,25.9018,-97.4975,60.98,46,100,4.0
172,Saint-Joseph,RE,2022-01-29 17:45:04,-21.3667,55.6167,79.18,84,72,11.1
173,Geraldton,AU,2022-01-29 17:45:04,-28.7667,114.6,70.21,88,0,5.75
174,Hasaki,JP,2022-01-29 17:45:06,35.7333,140.8333,34.2,69,65,14.03
175,Terrak,NO,2022-01-29 17:45:07,65.087,12.3715,37.27,98,100,5.46
176,Palmer,US,2022-01-29 17:43:35,42.1584,-72.3287,18.48,79,100,5.01
177,Mogadishu,SO,2022-01-29 17:43:47,2.0371,45.3438,78.21,79,69,22.77
178,Vardo,NO,2022-01-29 17:45:08,70.3705,31.1107,22.21,75,100,4.88
179,Kieta,PG,2022-01-29 17:42:07,-6.2167,155.6333,78.93,84,100,4.38
180,Roald,NO,2022-01-29 17:45:09,62.5833,6.1333,39.0,87,75,13.8
181,Atyrau,KZ,2022-01-29 17:45:09,47.1167,51.8833,23.02,93,75,13.42
182,Nampula,MZ,2022-01-29 17:45:10,-15.1165,39.2666,78.75,69,40,10.36
183,Jalu,LY,2022-01-29 17:45:10,29.0331,21.5482,55.72,43,3,11.21
184,Chokurdakh,RU,2022-01-29 17:45:10,70.6333,147.9167,-10.14,85,100,3.71
185,Kutum,SD,2022-01-29 17:45:11,14.2,24.6667,59.67,14,5,9.98
186,East London,ZA,2022-01-29 17:44:54,-33.0153,27.9116,72.54,73,40,9.22
187,Cabo San Lucas,MX,2022-01-29 17:43:12,22.8909,-109.9124,77.61,63,1,4.0
188,Bluff,NZ,2022-01-29 17:46:11,-46.6,168.3333,57.52,88,100,7.52
189,Hambantota,LK,2022-01-29 17:46:12,6.1241,81.1185,78.44,81,58,6.4
190,La Ronge,CA,2022-01-29 17:46:13,55.1001,-105.2842,7.05,78,75,4.61
191,Bethel,US,2022-01-29 17:46:13,41.3712,-73.414,18.19,83,100,5.01
192,Nome,US,2022-01-29 17:46:13,64.5011,-165.4064,0.1,59,0,0.0
193,Arona,ES,2022-01-29 17:46:14,28.0996,-16.681,62.33,58,20,4.0
194,Meiganga,CM,2022-01-29 17:46:14,6.5167,14.3,72.45,24,84,6.44
195,Clyde River,CA,2022-01-29 17:46:15,70.4692,-68.5914,-3.77,71,90,19.57
196,Kashi,CN,2022-01-29 17:46:15,39.4547,75.9797,25.81,46,20,8.95
197,Severodvinsk,RU,2022-01-29 17:46:16,64.5635,39.8302,17.71,97,45,8.1
198,Prince Rupert,CA,2022-01-29 17:45:44,54.3161,-130.3201,41.09,87,100,20.71
199,Tadine,NC,2022-01-29 17:46:16,-21.55,167.8833,79.36,91,100,11.3
200,Shu,KZ,2022-01-29 17:46:17,43.5983,73.7614,33.85,75,100,3.98
201,Inuvik,CA,2022-01-29 17:46:17,68.3499,-133.7218,-8.39,76,75,2.3
202,Sola,VU,2022-01-29 17:46:18,-13.8833,167.55,79.05,88,100,23.53
203,San Pedro De Uraba,CO,2022-01-29 17:46:18,8.2752,-76.3764,82.78,77,27,8.63
204,Kochubey,RU,2022-01-29 17:46:18,44.3861,46.5825,36.73,85,98,8.43
205,Mangla,PK,2022-01-29 17:46:19,31.8931,72.3817,53.65,33,0,4.12
206,Codrington,AU,2022-01-29 17:46:19,-38.2667,141.9667,62.8,84,97,5.48
207,Morant Bay,JM,2022-01-29 17:46:20,17.8815,-76.4093,85.62,72,36,1.52
208,Tiarei,PF,2022-01-29 17:46:20,-17.5333,-149.3333,78.82,76,19,13.29
209,Bhadrachalam,IN,2022-01-29 17:46:21,17.6667,80.8833,62.71,37,1,0.76
210,Punta Alta,AR,2022-01-29 17:46:21,-38.8759,-62.0736,91.9,29,1,13.04
211,Verkhnevilyuysk,RU,2022-01-29 17:46:22,63.4453,120.3167,-15.0,98,92,6.06
212,Kpandu,GH,2022-01-29 17:46:22,6.9954,0.2931,84.42,36,81,3.27
213,Saint-Pierre,RE,2022-01-29 17:46:23,-21.3393,55.4781,80.28,69,37,9.22
214,Bathsheba,BB,2022-01-29 17:46:23,13.2167,-59.5167,84.81,76,40,20.71
215,Benito Juarez,MX,2022-01-29 17:46:24,19.385,-99.165,62.83,47,1,5.01
216,Nishihara,JP,2022-01-29 17:46:24,26.1842,127.7558,61.88,94,90,16.11
217,Gazojak,TM,2022-01-29 17:46:25,41.1875,61.4036,31.59,67,1,6.29
218,Kokoda,PG,2022-01-29 17:46:25,-8.8785,147.7407,73.74,94,100,4.21
219,Saint George,US,2022-01-29 17:46:25,37.1041,-113.5841,59.47,40,0,3.44
220,Yinchuan,CN,2022-01-29 17:46:26,38.4681,106.2731,26.01,56,34,5.59
221,Sharjah,AE,2022-01-29 17:46:26,25.3573,55.4033,71.58,60,0,3.44
222,Alice Springs,AU,2022-01-29 17:46:27,-23.7,133.8833,74.75,94,75,12.66
223,Narsaq,GL,2022-01-29 17:46:28,60.9167,-46.05,19.62,93,100,5.28
224,Shelburne,CA,2022-01-29 17:46:05,44.0787,-80.2041,9.59,53,2,4.85
225,Broken Hill,AU,2022-01-29 17:46:28,-31.95,141.4333,74.91,57,99,8.05
226,Laguna,US,2022-01-29 17:46:24,38.421,-121.4238,59.95,82,0,0.0
227,Yanam,IN,2022-01-29 17:46:29,16.7333,82.2167,66.45,80,0,2.01
228,Nalut,LY,2022-01-29 17:46:29,30.3333,10.85,48.79,21,4,9.86
229,Yauco,PR,2022-01-29 17:46:30,18.035,-66.8499,84.92,68,0,5.99
230,Gairatganj,IN,2022-01-29 17:46:31,23.4202,78.2385,57.52,35,0,4.23
231,Bandarbeyla,SO,2022-01-29 17:46:31,9.4942,50.8122,76.6,68,89,23.06
232,San Cristobal,VE,2022-01-29 17:47:32,7.7669,-72.225,78.98,33,10,8.41
233,Kitimat,CA,2022-01-29 17:47:32,54.0524,-128.6534,39.58,32,100,3.62
234,Tura,IN,2022-01-29 17:47:32,25.5198,90.2201,51.8,55,0,1.99
235,Isangel,VU,2022-01-29 17:47:33,-19.55,169.2667,79.23,89,100,15.43
236,Breves,BR,2022-01-29 17:47:30,-1.6822,-50.4803,75.33,92,100,4.52
237,Tilichiki,RU,2022-01-29 17:47:34,60.4667,166.1,20.25,74,98,11.81
238,Orlik,RU,2022-01-29 17:47:34,52.5178,99.825,-24.57,94,22,2.1
239,Kurmanayevka,RU,2022-01-29 17:47:34,52.5093,52.0675,12.15,95,95,6.87
240,Lagunas,PE,2022-01-29 17:47:35,-5.2269,-75.6753,95.41,39,97,7.07
241,Half Moon Bay,US,2022-01-29 17:46:07,37.4636,-122.4286,59.61,76,0,0.0
242,Sept-Iles,CA,2022-01-29 17:47:35,50.2001,-66.3821,4.05,58,100,5.01
243,Kavaratti,IN,2022-01-29 17:47:36,10.5669,72.642,80.98,73,10,6.44
244,San Patricio,US,2022-01-29 17:47:36,28.017,-97.5169,62.19,28,63,3.51
245,Terrace,CA,2022-01-29 17:47:37,54.5163,-128.6035,39.11,93,90,14.97
246,Koumra,TD,2022-01-29 17:47:37,8.9126,17.5539,82.0,15,21,5.35
247,Aldan,RU,2022-01-29 17:47:37,58.6031,125.3894,-13.31,99,100,4.12
248,Bhawanipatna,IN,2022-01-29 17:47:38,19.9,83.1667,57.38,39,1,2.95
249,Porto Novo,BJ,2022-01-29 17:47:38,6.4965,2.6036,87.62,62,88,5.86
250,Nyurba,RU,2022-01-29 17:47:39,63.2842,118.3319,-20.04,99,28,5.26
251,Flinders,AU,2022-01-29 17:47:39,-34.5833,150.8552,75.18,84,100,5.99
252,Sakakah,SA,2022-01-29 17:43:22,29.9697,40.2064,53.17,43,0,9.42
253,Kodiak,US,2022-01-29 17:47:40,57.79,-152.4072,31.51,64,100,29.93
254,Margate,GB,2022-01-29 17:47:40,51.3813,1.3862,53.31,71,60,8.99
255,Aksu,CN,2022-01-29 17:47:41,41.1231,80.2644,27.34,44,100,3.69
256,Plettenberg Bay,ZA,2022-01-29 17:47:41,-34.0527,23.3716,65.12,84,0,9.04
257,Anadyr,RU,2022-01-29 17:47:27,64.75,177.4833,-8.9,84,40,2.24
258,Mercedes,AR,2022-01-29 17:47:42,-34.6515,-59.4307,85.51,28,16,6.69
259,Aguimes,ES,2022-01-29 17:47:42,27.9054,-15.4461,65.66,50,22,16.11
260,Barrow,US,2022-01-29 17:43:58,71.2906,-156.7887,-9.38,70,40,11.5
261,Mamontovo,RU,2022-01-29 17:47:43,52.7055,81.6244,-1.52,92,23,7.47
262,Flin Flon,CA,2022-01-29 17:47:43,54.7682,-101.865,3.04,72,75,6.91
263,Kanye,BW,2022-01-29 17:47:44,-24.9667,25.3327,66.83,84,100,10.13
264,Manokwari,ID,2022-01-29 17:47:44,-0.8667,134.0833,77.31,78,95,4.79
265,Guilin,CN,2022-01-29 17:47:44,25.2819,110.2864,39.31,89,40,5.79
266,Ilulissat,GL,2022-01-29 17:47:45,69.2167,-51.1,12.22,57,40,17.27
267,Kloulklubed,PW,2022-01-29 17:47:45,7.0419,134.2556,77.5,80,94,7.38
268,Willowmore,ZA,2022-01-29 17:47:46,-33.2926,23.4895,76.5,26,0,8.79
269,Kupang,ID,2022-01-29 17:47:46,-10.1667,123.5833,81.18,89,75,4.61
270,Quatre Cocos,MU,2022-01-29 17:47:46,-20.2078,57.7625,80.71,77,43,16.49
271,Cabedelo,BR,2022-01-29 17:47:47,-6.9811,-34.8339,86.67,66,67,9.78
272,Tual,ID,2022-01-29 17:47:47,-5.6667,132.75,82.22,78,100,13.71
273,Sotuta,MX,2022-01-29 17:47:47,20.6,-89.0167,70.5,56,99,8.77
274,Taoudenni,ML,2022-01-29 17:47:48,22.6783,-3.9836,77.58,10,100,16.02
275,Kassala,SD,2022-01-29 17:47:48,15.451,36.4,75.7,41,16,14.27
276,Beyla,GN,2022-01-29 17:47:49,8.6833,-8.6333,90.09,13,11,6.82
277,Roebourne,AU,2022-01-29 17:47:50,-20.7833,117.1333,85.48,57,84,15.9
278,Hagi,JP,2022-01-29 17:48:50,34.4,131.4167,34.86,64,96,6.24
